age,income,satisfaction,experience,hours,stress
35.376292189975246,98478.57582944099,6.8927794424150255,14.991582786665626,37.441981389052096,6.957169764461872
54.846576327102916,117664.91243427379,7.0200259278828225,29.5174453635742,41.18468939563815,9.2337124241533175
40.32732517008262,100453.04883139195,7.247842361094683,16.861737434176995,37.29205414189151,6.820035471016026
60.59218610161492,122197.78427093614,8.060956042001283,36.234060040541706,46.09613823521536,9.86148195053034
67.41421768519129,140125.2815793877,8.107918193150699,41.8558555870708,40.87067937553075,9.02071663077821
26.55656463918061,66858.09683827366,6.404249910630179,1.1953831653131297,36.92365841951761,7.289275399025014
49.366618010334705,92134.07007850823,7.214186065823064,27.40512101786747,30.965535179573358,6.718384973600967
62.58902412271354,122351.39306450268,8.337110645303328,36.98464968179904,36.781594470519806,8.871081212897588
46.71648089211453,100252.11993141189,4.821681476824518,15.603433408792132,50.23009426066408,15.304611410359538
38.66588340346607,93990.46064206237,5.864824121558142,13.078215656976585,37.196187894344675,8.825994659896377
61.70998186133756,133721.6032323272,7.170947729513556,38.32935367794638,35.82000347073571,9.260650109271696
41.663754888223636,101372.64857475733,6.389112568521753,18.513122037277956,43.26473751388924,10.152787511037674
52.24428871639925,108357.64406722832,6.788882956216198,29.093992168831548,42.20646562421467,9.794549077341985
51.80593211125683,103368.81185075136,6.450599367123477,21.729627548649585,43.75814528295638,9.264326680382828
35.99622422811793,90034.22731227028,5.361464250401411,12.102450402151513,38.61012457422331,8.446280007630484
65.63574199302425,132433.01430527295,7.562059864199248,43.53931962286545,45.61327108129836,10.02198275726576
34.44405648119956,91050.4062473453,7.537276225383501,13.27379252560253,34.13695569900995,7.517180715008862
21.412799154560936,85742.87426279289,4.999749155705604,0,39.75561616013171,7.505556908847245
36.950489179092834,90329.23189230415,5.604294028700066,10.98481142054443,36.47929831391021,8.188828156637296
63.44776763510898,131424.51589271362,6.5595147796055455,42.9112811307431,43.40379319008592,10.551097651944088
63.11661165475218,126670.32487474754,6.393262204310725,33.11282751741422,40.65003380701068,10.266388011615032
55.599720151716795,119694.0639750291,6.476910776633543,29.28923022097742,45.548540408850684,11.766985114116899
52.67320083898129,110153.04617247469,5.3635498334901115,29.04558707705365,50.29250434490673,15.305730146274584
60.58496801554944,114869.85915654486,6.495785438691301,30.731646719405763,40.70327765862492,9.437728644192218
53.77716110153293,109937.18019295917,6.843490110414758,29.616044688828204,37.32691673900809,5.779387091823169
52.001547077427816,112109.82521703606,7.124104056158895,32.63513914058439,35.88241636740648,7.2575458808087205
47.28704908893799,103252.4497724192,7.206837545017526,22.27486712862897,38.68483008884677,9.310822251757829
48.98933434940839,115860.38225378035,6.9191829168332255,23.153972274517628,39.65199081819811,7.761677974152655
37.85088978669311,92429.36571679165,3.70721196336004,14.275624928795272,49.95900957360287,15.717174084326416
30.958570840955456,82058.14575365608,5.131249295848889,5.121354328593537,34.35445228631116,5.8657006879484
58.518544008705184,108478.64667314164,5.747032909234351,35.958745130942376,34.53391281737559,7.057971355685789
63.30144969909771,126618.86446545317,6.647486754077759,41.014756092446795,37.9601665484111,7.669123091943273
53.786290841956365,110883.34631593993,6.348936746963362,28.79436582564673,42.937797317491565,8.698638358120778
56.02174183165244,91268.89325216915,5.5711369620418525,27.49166535840326,44.105559298687034,7.66935338917614
26.338980913498023,62690.663941354855,3.8667773255033127,0,35.46032650379077,7.801233484135546
44.51395477977886,97704.21454172012,7.583766528046395,17.734962682812906,40.635193031747946,9.082092165335773
56.001439906597696,115236.15468542925,8.427201262541677,33.3935814082472,39.785535110512114,8.637021239577546
38.578855931274795,77778.81667128853,6.974614284104855,7.704240407304019,45.97603235212883,9.536099355682609
37.070089168593505,68749.25710224047,5.061771375786166,6.411113692395867,45.44596118251027,10.773771979667604
34.76922756576046,82287.51202920814,5.18172943963692,7.807888091480152,38.43859652782739,9.450688002600646
34.21715251449885,92505.59651455394,5.550566067325683,10.400337058440602,40.2299688333096,6.382295969550803
44.74439650271159,118796.19658655823,5.8442967877217225,17.00369835821661,43.26361306700772,10.774307271135918
44.9847623829722,100083.28634573589,6.683712763044357,22.64500949426038,31.73253681701517,5.043483737461546
38.021414033809705,106628.90726486442,7.707469235887828,14.021523944275252,38.44864517259977,7.230473651408391
37.10523810056911,92481.64760541616,6.408433109533918,11.59331924585328,42.874364420012405,8.588202454371034
30.75234515075096,85123.30037847589,6.52048930217058,8.208829560346299,37.383839228099404,6.999066398429397
39.92191951220849,98086.49056632587,5.868539605272987,16.087015000666593,39.70040899325906,9.7142921501459
39.5857899520217,85304.68210459047,4.524835172699147,13.247984870385231,39.89496232283147,8.600036854568998
35.7018563736772,86394.11492065263,6.132600631690961,11.395201176931682,36.38173392841844,7.4087372793575845
63.06285232662222,134890.63589514658,8.612625204961953,40.005392400554996,35.027600819108045,4.641784415165328
24.687520105269677,67475.26971649329,4.620401108418303,0.7563701398558176,39.00066382500936,8.154510388115447
40.429936063553775,90337.49345202795,7.44933350509315,13.455905439705338,38.26486088596457,8.641544936735796
54.14137771491298,102545.86320239681,6.996637983915895,31.706984330105552,44.17047532830727,10.024900613252276
26.718430560990992,82048.19033948919,4.874761779718122,5.17723923766684,47.64941106247461,10.58029012637095
46.126440750799766,105775.05586030279,5.1683699399185645,21.955264420429778,39.94038810316676,8.859741055853819
34.25479310353414,94156.84501553544,5.985496811550864,9.687107090920701,41.99335996245773,7.315660672903809
24.058634515970923,61860.53420080189,4.973498726068951,0,39.64792343047135,10.086535572689066
55.76825587222765,110763.32334605188,7.361293045178696,37.25250341113601,43.00679921940566,8.312354589629631
64.51183950538173,114435.95562615825,7.216702330152289,40.34078610178911,41.092477311393985,9.742223308159488
46.091233090163655,101104.94048440883,6.989915227332403,20.616351004063823,41.18297750930104,9.534988122734104
55.50813576172237,125378.55616879131,7.255728250797011,22.98438235513061,45.564575638080015,8.723916311840366
31.06395072835156,76347.43087749631,4.862896801986854,1.368105433259963,35.062894253022726,8.639060368808602
35.178594314582824,94256.50185755096,5.342503737096806,9.94557471275113,47.239320065627474,10.969471227970987
34.17082565891528,79629.62093043225,5.6626447825121335,9.78970779344457,41.74556206089915,9.976852930964279
56.529462185435676,110893.48385209526,6.756884820413946,32.360079562020516,40.90411005356097,8.673839881707083
45.05122536394872,108266.94696962657,7.329272940561166,22.51574570529457,37.19879074434711,8.271389401028781
57.08556011994073,105106.54941500445,5.979848711722628,31.50310289197936,39.180612042087354,7.773237560455652
53.71963449660197,99375.40179876139,5.359086261146303,32.36340088004965,41.86842402215222,9.800075592556395
61.826999968717914,133804.818146643,8.31083546300692,34.062451840109176,29.68142871300789,6.906791823899773
45.32744137951372,104299.70058092038,7.144661798419325,16.702113218184522,36.99239025580954,7.9395143529215435
55.89129716304316,109841.53753472118,6.31788533382939,27.20433863038172,42.92995806152905,9.854989411847894
53.82317109335589,93018.73457023273,5.822946065531114,31.050062165915442,38.52759106824112,8.551990015686759
49.39097319236031,125858.74281354753,5.805660319710486,24.142213365342634,35.997362272578684,6.218427857486033
27.007451826385342,112656.54582271479,7.011982137945857,4.376905591846839,36.82152734432505,7.923514268731485
42.44392583500143,100423.08810209681,5.773925586546985,16.640806570330177,41.178745162070214,7.946440137440634
35.85599197200634,97348.26231382134,6.528358718553438,9.080315665367905,31.82583807576246,7.738909213671854
40.01019564493759,104220.5891494469,7.319709748441793,13.90513791955807,44.356146202911034,9.38136386247863
51.409722270064236,97072.32534967038,5.947503890000361,20.85187179733905,29.15532662782026,8.237822805252812
43.07846921489947,93304.40890932489,6.537333183936158,14.569623433657126,37.4833023884222,8.431128588337808
29.46728724485447,62218.34689186351,4.742524718967914,0.14118330577912097,36.06408760513257,6.907828676682747
37.79745481964544,85530.06245663413,6.050139108580956,15.960421635571484,33.7569989522579,8.209992704111965
48.156921392483255,109687.55735345863,6.132180343708352,21.364931118394853,34.61046329943523,7.391263138402326
39.54105786584243,89049.03480713222,6.001270955318235,16.90943742421297,41.25038676802801,9.505735531899292
61.08548649534317,123261.71192149527,8.4329270414201,40.634958300419044,39.4011298439206,9.166214855922583
30.246749689365856,80907.46602903177,6.655828183774349,4.6714252620360295,38.4957368377357,8.653583973383407
36.239041198603054,69819.68373615423,4.56281876280508,12.09067791766011,28.396181122090724,6.408511545969344
60.306166843129574,123043.56562337177,8.260740352870618,30.05296428494134,33.37839644252107,6.135293843996273
60.11970152919208,105875.9110034729,6.7794257222054375,32.66369219663267,39.343464437686485,6.551254060995306
63.056100644520704,121275.85065488167,8.14680864429075,38.22474519266922,35.6098242349347,6.997551706671153
31.696456243768182,78276.36829457071,5.27796580957986,7.593716953776639,36.01615534844496,7.979059336490054
32.10039007866403,81207.29281773356,5.062586062661262,4.822195726767381,45.24770356498851,9.275172717350708
54.00109313495003,129145.98177994174,8.46253842951483,37.055670132630425,40.87794174258671,7.5189705293509865
43.75382337704478,92530.329415121,6.477327289973113,17.378652959767614,34.78077689180615,9.014994112991753
51.43837531850071,99414.23970842586,6.646102727845848,26.631105988390825,37.65651992498893,8.497069278183131
37.65898398098254,75749.33144082922,5.363840641231102,14.608359582443095,38.57548259224565,10.084054773619254
27.24793269324015,69997.0031174551,5.192154340727274,2.1698767889181627,36.59852409382448,8.415626937150567
56.589754834909165,103887.51000209377,7.257449262352163,29.659052673827823,35.17973194752718,6.396395777369338
27.028249294815712,83103.33654406744,5.7111760091678,5.164166286705628,39.74097958999803,7.5409128116264394
40.749132914374925,85113.08819190148,6.624096497777694,20.595768883996527,43.70597359759881,7.5542958524050565
44.9204997028952,103274.20291620366,6.902907613409147,19.831417789745693,41.134260017836475,9.084473763645708
