gpa,test_score,attendance,study_hrs,sleep_hrs,exercise_hrs,stress
2.4720207414788185,44.8860498273301,66.13718291339832,8.548002718025362,4.118988097632018,2.61905730745328,7.943406004756557
3.4138576125707125,67.54171517457074,83.69887487711944,11.382487998316604,6.418555839763347,6.020176170454961,4.423462628203398
2.9690833100731973,76.12700142939951,83.16482110871328,11.073013379634899,7.057402389509986,4.492540588838825,6.444589988059864
3.5083812544488824,75.61345679084604,91.16486343275349,16.642310870897898,6.510765977605899,2.517052049171107,7.43620660851818
3.4260505608120235,60.59578787586356,83.56214669456001,10.200801678965291,7.618963246779076,4.213792086497699,5.975793188497123
3.092449329104951,56.66547892577708,86.85713553226839,13.987187148391413,7.650640952997783,4.501009912246988,4.384290264586036
3.22105199753921,63.86163509856947,107.46086801984639,13.708596791485935,5.1474714274797835,1.262154324245314,3.964641969749599
2.9525072987658447,80.54145559748648,78.67174397296095,16.61762569106541,8.352528454949354,4.722833374555608,5.321033234391691
2.5926338256227464,59.28686486166034,85.58949662667092,8.667868149303493,7.548786061925065,3.844637497052073,4.989333047933786
3.1555644278016013,65.10138639079602,86.6641632639509,13.766001111125563,6.149308650678818,2.230628346691114,5.84128101428708
3.538594522740622,65.70929454376052,92.81601940381839,14.259495272195217,8.953630926433126,5.755611845661529,5.58003950936909
2.7416172114212336,55.54388273500461,77.8781597777704,8.004296861600594,5.851984172336895,5.340670565190946,6.605030544112764
3.212109007158493,73.06990265892662,93.29118452718033,15.30294868875801,7.627624602185305,4.557405607889541,5.375404659074757
3.9092959933952494,81.16195738674182,91.79375163658409,13.671152396259814,8.762946696765685,6.296824090873192,0.8118721185843532
3.0822169074489976,71.63528198317208,90.36988301867518,11.563924138911155,6.971473468222013,3.8975757159223,4.143842494543721
3.3321412950440403,65.05368732740482,91.48590712800068,13.717822941630992,8.051512395690565,4.878787465101896,4.680768034786293
3.0341020157000655,64.98304305025222,90.08799792496113,12.342262159969891,8.7248969831828,4.275890244046751,2.610909921513396
3.5368612877154635,68.21195392028633,84.73909443082111,13.76068531804151,8.360676259530335,6.244388661776377,0.024295267258641395
2.551164825066617,54.171842023347004,84.96987817686265,9.5581114673451,7.559499753403366,5.792834588968701,3.581069179339509
3.028099922846636,61.523408639394816,83.73959748475032,7.5279403387842825,7.51661525576924,4.854763646429275,4.216122423693588
3.033863040058717,70.84129541946001,97.50817074109173,11.19761171321305,6.789734319484658,4.13726663128001,4.163311312038073
3.0333363139383533,64.67705347869196,74.19421678204918,12.030215446026858,5.660684881168118,4.564854537309786,4.341459493425744
2.659812598750535,66.3415088142841,92.90978783175376,9.697819918951822,5.509256756432611,2.04914651482092,6.082654435480248
3.430160580645724,70.0761669628271,95.60168731139684,11.505834196402507,7.183948699428956,4.695632724418375,3.77231217352619
2.8215169480703572,63.371969758407396,81.22184670475262,10.741440786836629,6.563450843313545,2.043847777188358,4.314580896896087
2.8655540382368203,70.07718777548325,96.53506761201888,13.304787383571469,7.378692007480632,3.412195598439995,6.187848751327438
2.548207920982716,60.28327266823124,88.33579666158535,10.414507314124746,6.974491250503118,4.864530002746144,4.447303985354085
2.8633997128518223,49.328844155828236,86.3932645701267,11.742754666100396,6.843017245428958,3.179040925700982,4.305124248472014
3.336682076856701,72.83764972017595,82.3008678578413,10.526365456708891,5.795060868185996,3.0108979009071994,6.285219975170086
3.1319215809348377,68.07571451513559,76.16031752622281,15.812085653406799,5.42368064265134,2.7193822540510317,5.673945965420129
2.7488102877886664,69.9888851992686,78.46959375429914,13.877153009557015,9.536850609331545,6.008739229169292,3.3564445208534206
2.6374482962818697,60.00872294082007,80.65635181616973,10.855695218500522,6.284467341909743,2.5780745202822946,3.807350258209815
3.184174692751234,66.88181517012195,97.06419192800678,14.733294267356836,7.911648633123381,4.575913693363471,5.603145597694766
2.751000650233303,60.65731672407837,94.71044033421865,13.20779089095491,8.233131263073115,3.864925281632578,5.922398735916046
3.218930198227413,67.03661848374588,85.77853975898587,11.199708003393122,7.366810819558595,4.479074314941839,4.266186566957202
3.336342329320465,68.43537491764526,81.17431227808223,11.132271526777858,6.6100608392081535,2.1271327918649883,6.543705206340303
3.5986314204070595,80.15475371798357,93.3437401718022,14.682328430477568,8.765544536220137,7.320218864699877,2.7152601506511407
2.685786987070421,67.12870347393468,67.83939109037827,10.624689567869265,5.9050382778834,3.217386996023005,8.316953138470545
3.31845104431029,75.01464431854967,82.8241117709913,12.661828321219211,5.670765982651767,1.8288545276762838,7.38984198239389
3.0222831137809125,61.249048033029695,90.66780960106962,17.21442874282267,6.473622062713641,4.161013937140673,7.438107689238814
2.6432123277140485,49.80377893951182,88.34556545171955,11.944258389116987,7.212683891744062,5.171708389548629,4.327654648915936
2.880104264817737,79.52685404907831,86.64400587435641,10.769121281766157,7.136170035621496,4.241692405687435,4.697612939369301
3.3748459067864998,85.86282300659477,87.98861846134328,14.418632249727722,9.153007924796864,5.836151164157485,3.362448465747673
3.6734718882534247,74.90495326383065,96.89832817705357,16.18753154970792,6.2113912689652855,3.38203512077899,2.4825166190348193
2.7502264678697843,58.01931739067872,91.30705582742101,6.716199499127111,8.352432076256171,5.039103217462831,1.4518098622804825
3.147197897638891,64.97546873398517,80.85638456659015,16.80254678642943,8.099658817918758,3.3995612531858614,3.152526113536105
3.066582964015268,78.75236918315969,89.8616356330985,18.44180124447223,6.9912301081198995,4.249500334019415,4.056892087993848
3.1330164023937463,48.24949300510821,73.45903179559724,13.597327114752426,5.919915864690986,3.1046057204735193,5.734633015005907
3.282947760502016,64.17614013320734,77.63421887309545,9.092214570720623,7.12253495262922,3.42863555521003,5.562041621787622
2.5372962020703618,52.14574698302402,81.9600342415148,13.547411952853187,6.716048880368739,2.5218718705652705,5.95584098286663
3.7283665671330075,75.06098643586154,95.48686306402429,18.222952279977207,8.663031071866001,6.383520977074332,2.0543521983996618
3.2442207846762816,61.166762339929456,83.15829845867984,14.10162067765538,7.807241781255887,4.442708297219071,3.5032954656484643
2.578421506386202,55.25277796816635,79.9966831324788,6.886993487477592,5.737107976664649,3.0348884589225253,5.451514643465915
3.1023638577344808,72.08283959239623,78.70762782252812,8.501946533261515,7.924729314712984,4.31060266857787,2.8758985066286002
3.002821136694573,57.734120408555775,88.0235664646874,9.617192991634834,7.690873205939307,5.019392093724395,6.5174491918509565
2.6993054974715047,57.087454476590494,77.99906623061696,10.332281709392255,5.131896569863162,2.530124487240146,8.056000699972586
2.404165984632071,66.56385541469163,77.46254498839018,11.908988709893732,6.748235394126961,3.749008081851045,4.520719953547015
3.3312159534949806,76.23560289500134,84.9540521464728,15.773790454499204,6.8661579785405555,3.5586921514742587,6.75891859763094
3.365719161733629,64.3738905703963,93.53606527856252,12.315422871689421,7.003237419738131,4.16067270280502,4.017124752953721
3.9209541761982205,80.22111018179943,94.79514315819323,16.195373153492582,8.481260455290252,6.586554252480271,3.630544860146567
2.6473082893999624,67.11155410947231,74.08657108638455,15.892511363874737,6.0355698265805975,4.903857830781502,3.875721511486212
2.9251696219282906,76.05894666296747,85.28426654209842,14.328309760610836,5.970833980240641,5.129103363351994,4.365537926151478
3.341787254838012,65.00276081000038,82.45839760634529,8.669738513595158,7.963714365410942,5.307440761291213,4.592392096630722
3.281705036910135,71.25971102391807,83.44677840179088,10.740903080608973,6.9436818993235,4.5139931812876455,4.299371505506131
2.8170561384077706,70.53068217380485,91.99293870954754,15.45470813103108,7.750485364733729,4.034835592962108,4.794036739993035
2.7591776324453523,65.17361000021027,88.10566516782379,8.771416482186492,7.147457065686873,5.079727114613128,6.286825866395694
2.3856562370684404,51.48800223917108,77.68885952596521,12.357110502828911,6.260056399627633,4.574813420792331,2.7935952446641217
2.899860476345244,61.85640922728983,82.01518845042045,10.106284179223048,6.765031448278421,2.3904672187787916,4.295643658105124
2.395303867809419,47.338384495680636,90.08068713399885,8.83203170121009,5.430387776683853,5.384424598101236,7.801645566615198
2.7988505335278395,72.32872217547404,77.11575460809425,11.78646171728724,6.745266405139842,2.167106969287134,5.827083458816654
3.094489859197938,60.44752430113937,82.36134860998848,10.73633310645606,6.366062230381594,6.26950798089271,5.64135946792042
3.58686327628506,85.75670888860984,96.63880273254759,20.206723725609233,9.685457143467866,6.073395337131922,0.5562181871790131
2.7996680834398653,48.349665353636325,80.92627756598516,8.23279716121601,6.126603734602203,1.8221457379745694,7.285590744039208
2.669870463350196,57.00094370263592,75.5524776842272,11.8290466353142,5.020142484796629,1.4626249077914588,5.915719908721258
2.4100300645448782,59.504559427515204,70.21876709521928,10.913851702574512,4.674545179281655,2.26030033495528,8.400365165544853
3.1318577396878142,64.48936097761664,89.13621017510539,8.909549607314013,7.017143558829218,3.463819451114021,5.0410540377403175
2.6408356502223023,61.49026837750049,71.66872879605403,8.27238176333644,6.9824549308434225,3.6797762635387685,7.488388118184675
3.086675276573512,58.94281973473474,78.4713084098693,14.138364373244285,7.105204202504342,4.731546968296352,6.504216281633996
2.1495572851586426,53.50851417758232,70.64239804114546,4.649269242917326,6.673766120372826,6.219441310845037,6.192707600838224
3.628898919239861,72.33156895614317,92.44753720668669,17.072232299815862,6.918794328472744,4.412280189930137,4.561585306273538
2.7537384441932535,70.9620671199348,88.65274798258108,11.598435318778165,8.200514378024486,3.2343038806373947,6.5137608738597805
2.221647934781625,43.01337991480344,85.67093354232503,5.077290098827881,6.135055667752331,3.7249013050318016,6.834512365663479
3.470866460175414,72.07353031205997,92.78223543566607,16.147549276045623,9.246617954179346,4.7451528452934255,2.8155876933022888
2.6630869995389133,61.63251812498255,82.58340614882204,11.22954788249756,6.783722920758338,7.010888266853512,1.5084284653929037
3.1679219137910954,56.832643738109454,76.87899533124761,14.093892197935233,5.313920833751602,-0.08001603774670052,8.209812018408337
3.1879647842255054,78.81104965702838,93.29279996040974,14.465581051879479,6.824262404840987,3.6475666853915283,2.7929850404055374
3.416490642526261,68.45414286406509,93.30526501436252,14.312337489128668,7.506237988042662,5.72852510550395,2.870686226457958
4.0379326018387545,96.74535241400406,102.7586428753205,16.546688544581208,7.997148219432597,4.4683257857155425,0.5950603166536768
3.3751950217956295,80.2887065791802,90.37927459241203,17.025742293916807,7.506210967337941,2.652072009141045,5.473601219435794
3.2693339223459166,56.865424259089174,101.09004358182892,15.052331085981162,7.986149673578601,6.273796841323731,4.788942760839676
2.666751466745222,46.479483184799285,79.42897179399559,9.216919955599618,6.172043460685737,4.754777417483929,6.544154391895908
2.7575911893771905,55.80359786217282,69.92031531197671,14.237664402034431,6.9079988485238415,3.67563210048471,5.740103709982704
2.4600973758902813,60.74517650672905,97.19758152616318,8.644786557689681,7.77770917212536,5.106101511655526,5.197763680954508
3.206796460278059,75.16509226901402,87.41803268847863,9.651110564336147,6.29161751478011,1.9967160665134296,6.0705089704849415
3.784531284237031,56.831920714458114,87.44353074674757,15.093248648383595,4.863032512833099,1.887544802232974,8.642424252169485
3.497775301870915,73.90119568148056,90.53649262371327,11.971764629013718,8.543092057485108,4.053253747581714,3.3329902461823346
3.0501436494841623,69.00665926667031,75.09171620966131,9.02785261826061,6.43026063639945,1.387550948625485,5.323598222999135
