soil_ph,rainfall,yield
5.695063977334515,975.6656992112033,38.49556591847414
6.776845574169839,935.6707306407254,45.80270980316113
7.004966049123295,716.0284503210356,39.926342923052445
6.331517353360755,928.913175371752,39.404960348895145
5.557436797253303,849.7850199417684,33.65302005523445
7.403106470651725,851.6575063730152,42.497571245548045
5.899409611657385,690.330516461029,36.924637631679005
5.526591094835467,814.4438179514998,43.32393374004313
6.606022766881319,854.4686759695095,41.059458023613985
5.220548286409494,882.5460480642317,32.027923736928194
5.644016378522666,838.9621703294216,55.80976782708798
6.443655490668519,869.3227345027078,43.942989337608296
6.272449066286925,838.7885478774542,34.47154419220801
5.654905647204698,820.1530402077871,38.85782849538503
5.528277128203971,891.534457916681,36.76103558778416
6.6072120609306415,936.0807504703151,48.45142701265085
6.356902300937628,805.1681918011883,43.49574168248941
7.196928443892001,675.361859856271,39.619351244903825
6.2861057169771275,777.3309814365882,36.882049320337885
6.0610887986154,915.0181338150182,40.78030599767291
6.223859392599208,975.6126203165419,43.8737581670371
5.908701402815829,681.0367314284432,39.19933882582398
6.404450481709729,950.7913484958598,44.579612725225275
4.661771462803883,871.1456332860242,45.46188246786147
6.853024254229494,830.8037362044839,41.68259385526381
5.459025249794081,799.136164696136,33.61091505236427
5.302489294219913,943.8470654458221,38.98383402977075
6.219146365791303,741.2908189152525,26.267551905375036
6.116751441040709,864.6229390442452,45.508185633918444
5.752487462587518,827.6554848205795,39.651330824892995
5.4908337216272765,912.529520477606,48.94267414634078
5.859109144113861,840.6015785646207,43.352572868792855
6.855134549700454,752.3953261293062,45.244859482155945
5.586849335578072,957.5385103601484,41.92954120210565
6.7758594029967085,969.8155825360342,54.02805792436564
6.529794506855126,849.0985370590703,49.74399140127393
6.671598972121119,818.2304003048512,41.459916602118284
5.863278801792691,836.8864910954417,43.33507529003051
5.913451173673701,929.3063990948847,45.94803910822434
6.346607561184245,1032.1167882942118,42.8298463548968
5.633851408399554,839.1437308704982,42.86663875631221
6.584408032715844,830.0721739911212,43.24629902130809
5.855273627088893,816.2945540010786,43.51953817438031
6.592658163101625,784.044360278516,42.86302242329636
5.397120448726727,821.9710767001106,34.08799962176826
6.7811544065774765,849.2905273258679,40.35017645297938
6.490758399380825,622.7777157886445,34.68033289925401
5.905801104597139,1019.0411768051126,48.78991154718969
6.00910098315376,721.1154629700604,36.23035679802432
6.274683158987481,872.963324935966,49.055521297767
6.344517185098284,808.7271797821406,41.76161423360917
6.670241025369152,687.4860131740993,45.1361354942193
6.216238523484265,968.3644847904189,42.426203589652935
7.032207010564016,690.9465535923919,44.296490262122624
5.875709425968756,853.2301421710858,46.021614410417634
7.465724302796096,819.0063210199215,53.125549403650346
5.9374251660203345,715.0443504708405,34.28352217026394
5.359947554211294,682.6744480471531,28.9450139425458
6.788108799154347,887.9508665082857,49.74739121908701
6.778650007180594,865.5204683541408,43.280612627641574
6.739616373808434,964.5049391729652,43.08084418337503
6.8801565451746916,696.4792804630816,43.61800113437912
5.758082569487106,802.3200411810649,44.96864495502288
5.940553258618852,660.7132540889859,32.94844000760516
6.4620356462940345,780.5219328566346,47.69613701618528
6.386175804921782,711.1858748080952,37.174049709480904
6.176418186098525,994.3861771535318,47.56257367863183
6.895353562558065,911.388996249093,49.220719585925565
6.2029699087629355,923.8778981327484,50.68411620136351
5.949086511018796,850.9842225059501,41.63136423489619
5.980033548905044,949.8879210813905,48.67965332363498
6.102007936048545,844.5812064159791,42.93332529000453
6.810761184600547,682.6118431366765,35.35405864498367
5.726457966965636,833.8398496785337,42.692478451037374
7.366963663931289,1030.4498324204744,47.96859852216016
6.183357921436855,1021.9688041165523,38.99706643060275
6.188672678886076,631.8438548401896,40.433560497111934
7.945809220689905,895.1193277050901,42.51215906956898
5.726568206790379,1016.6561237888349,42.65601035673276
6.14133112897783,752.986748050449,48.50284840626439
6.264838608412784,673.0604754533965,40.60499997578716
6.2617119092707885,852.8654879147099,35.6833481857113
5.322374226987349,895.6301669088808,44.70226737463944
6.325263077565014,683.9761083884539,35.953502058632935
5.559803830484703,668.4927801622193,31.07575824583786
5.246904948200779,742.6356357016939,42.06494402765063
4.976420443910782,743.7669404775739,39.603939966387905
7.008216211179574,854.3275315986983,44.23932730005559
6.448672202046993,1025.5217513689581,32.100842637973955
6.201847711928998,770.7584566009891,29.00970254359973
6.232706990183244,838.2329371489326,49.166297884360276
6.247313974601281,1008.9382604533265,34.88171028281947
6.3176646278712205,857.0197232332018,41.764102240803695
6.876303860527953,676.1010352869583,39.48656446818319
6.305671324879352,604.8005691135712,45.635636502495444
6.271765243298805,850.7462911250921,35.621768817989874
6.064268304378785,804.527082985856,49.786631734079265
6.892891111520482,793.1589731074334,45.0857511871667
5.612351947734503,877.4635407136806,42.65237627782103
6.838862996702082,577.3137016016278,37.97794572049372
