group,x1,x2,x3,x4,x5,x6
G1,-5.556481834184334,1.4123416636557709,1.3394998724838174,1.9171218863287065,0.7394432793634659,2.5105083170289366
G1,-2.5991074559592127,0.9824688529449311,-4.505942508213614,-2.796949731582199,-2.7196528724621762,-0.07328371828770561
G1,-4.772023832086039,1.00860168106655,2.819267152138012,-0.8348142874103119,0.4747758170163624,-0.2118192296031342
G1,-4.4171274287104545,-0.5762292590285849,-1.506249381693079,0.6277285550558748,-0.7755645835670717,-0.7032201623615905
G1,-5.7909670245370535,1.5556325850542543,1.7406156796395587,0.3405191779684322,0.5355311978894134,1.9353229407208803
G1,-2.990733891316438,0.5277979351551094,-0.25562602398898265,1.8775088000139006,-0.9244795226579022,1.509081903441517
G1,-5.716609640848574,1.3708561610112218,0.6584671378740571,2.17751091852272,0.2563358047570452,1.1542187214528872
G1,-4.0349166717052185,-0.25289853934810325,-3.7619155983234336,1.1481915622602974,0.06999483705914848,0.6458004488937816
G1,-4.213476829183994,-1.4128229021458811,-0.7227263799717093,1.2893571026441708,0.006618618577453736,-0.7625783175653597
G1,-3.1461746091962186,-1.9263924395314074,-2.440357203177646,-0.19778016371873014,0.4445280405864972,1.8159663401483803
G1,-4.730937457650404,-0.18567723951745638,0.3380896335505666,-0.34155397686164635,-2.2342728905327593,1.8183940546642252
G1,-4.4200353148157365,-0.2124937560674093,-1.4584944351914113,1.4916392050430336,-0.04635846164344179,1.7591651787014693
G1,-5.33918480690932,1.0267406166427187,-2.9581601293773345,-0.30169379135364727,1.8622160328928046,1.6857408411240902
G1,-4.565113484033157,-0.5831454252657694,-0.21708482786625108,-0.644436527135956,1.5943042878445222,3.0543345518366847
G1,-7.055955528570034,2.710533862082328,0.639896323701847,1.9788823592467886,0.014240796512443626,-1.3309557780832129
G1,-5.341848791120727,-0.580937073120535,3.2081290539916654,-0.21289577672690355,-0.08187220290288579,-0.1641110724303106
G1,-3.9236708246059995,0.10223940197420908,1.2826710588551486,-0.4529191114990458,1.7994537077583235,-0.5404175602334331
G1,-4.760672506119367,0.08955435229111379,-0.8810044492553447,-0.013656753587647627,-0.6851765856846925,1.1566908365019513
G1,-4.175414684039044,-1.867031176487163,0.14208080933854783,0.03984628899238966,-1.1899824883961954,-1.7217394254621352
G1,-5.217809155229076,-0.054879906517427544,0.11001477652044227,-0.5114268713232768,1.4523256351423546,2.5075445469424196
G2,1.2190099397927863,-1.4567566268600676,2.6341503871439014,2.1272824601349805,-0.6049733654439217,-1.015268584093063
G2,1.5074256768235648,-0.4770259193462878,-0.29530940823070057,-0.47645465145214544,-0.30789822482416895,0.46204117916673243
G2,0.8489451594691241,-1.188028365577215,-0.6103612691463707,0.11487045846665984,-3.7212760371985207,0.9465728054335097
G2,0.34077004455593574,-0.5589313607163249,1.7079665711678886,0.7389400764968159,0.39230131806330365,-1.5150253597639167
G2,-0.5904347318285034,-1.0594619031061616,0.3635867901793294,-3.155328829818281,1.7074376589932532,1.7215770218910726
